Iteration,Row,Col,Value,Policy
279,8,2,-0.9123588999999999,DOWN
279,8,3,0.0973790000000001,DOWN
279,8,4,1.2193100000000001,DOWN
279,8,5,2.4659,DOWN
279,8,6,3.851,DOWN
279,8,7,5.39,DOWN
279,8,8,7.1,DOWN
279,8,9,9.0,DOWN
279,9,0,-1.82112301,RIGHT
279,9,1,-0.9123588999999999,RIGHT
279,9,2,0.0973790000000001,RIGHT
279,9,3,1.2193100000000001,RIGHT
279,9,4,2.4659,RIGHT
279,9,5,3.851,RIGHT
279,9,6,5.39,RIGHT
279,9,7,7.1,RIGHT
279,9,8,9.0,RIGHT
280,0,0,-6.8313354770633525,DOWN
280,0,1,-6.479261641181503,DOWN
280,0,2,-6.088068490201669,DOWN
280,0,3,-5.65340943355741,DOWN
280,0,4,-5.170454926174901,DOWN
280,0,6,-4.037598674290001,DOWN
280,0,7,-3.3751096381,DOWN
280,0,8,-2.639010709,DOWN
280,0,9,-1.82112301,DOWN
280,1,0,-6.479261641181503,DOWN
280,1,1,-6.088068490201669,DOWN
280,1,2,-5.65340943355741,DOWN
280,1,3,-5.170454926174901,DOWN
280,1,4,-4.633838806861,DOWN
280,1,6,-3.3751096381,DOWN
280,1,7,-2.639010709,DOWN
280,1,8,-1.82112301,DOWN
280,1,9,-0.9123588999999999,DOWN
280,2,0,-6.088068490201669,RIGHT
280,2,1,-5.65340943355741,RIGHT
280,2,2,-5.170454926174901,RIGHT
280,2,3,-4.633838806861,RIGHT
280,2,4,-4.037598674290001,RIGHT
280,2,5,-3.3751096381,DOWN
280,2,6,-2.639010709,DOWN
280,2,7,-1.82112301,DOWN
280,2,8,-0.9123588999999999,DOWN
280,2,9,0.0973790000000001,DOWN
280,3,0,-6.479261641181503,UP
280,3,1,-6.088068490201669,UP
280,3,2,-5.65340943355741,UP
280,3,5,-2.639010709,DOWN
280,3,6,-1.82112301,DOWN
280,3,7,-0.9123588999999999,DOWN
280,3,8,0.0973790000000001,DOWN
280,3,9,1.2193100000000001,DOWN
280,4,0,-6.8313354770633525,UP
280,4,1,-6.479261641181503,UP
280,4,2,-6.088068490201669,UP
280,4,4,-2.639010709,RIGHT
280,4,5,-1.82112301,RIGHT
280,4,6,-0.9123588999999999,DOWN
280,4,7,0.0973790000000001,DOWN
280,4,8,1.2193100000000001,DOWN
280,4,9,2.4659,DOWN
280,5,6,0.0973790000000001,DOWN
280,5,7,1.2193100000000001,RIGHT
280,5,8,2.4659,DOWN
280,5,9,3.851,DOWN
280,6,0,-4.037598674290001,DOWN
280,6,1,-3.3751096381,DOWN
280,6,2,-2.639010709,RIGHT
280,6,3,-1.82112301,DOWN
280,6,4,-0.9123588999999999,DOWN
280,6,5,0.0973790000000001,DOWN
280,6,6,1.2193100000000001,DOWN
280,6,8,3.851,DOWN
280,6,9,5.39,DOWN
280,7,0,-3.3751096381,DOWN
280,7,1,-2.639010709,DOWN
280,7,3,-0.9123588999999999,DOWN
280,7,4,0.0973790000000001,DOWN
280,7,5,1.2193100000000001,DOWN
280,7,6,2.4659,DOWN
280,7,7,3.851,DOWN
280,7,8,5.39,DOWN
280,7,9,7.1,DOWN
280,8,0,-2.639010709,DOWN
280,8,1,-1.82112301,DOWN
280,8,2,-0.9123588999999999,DOWN
280,8,3,0.0973790000000001,DOWN
280,8,4,1.2193100000000001,DOWN
280,8,5,2.4659,DOWN
280,8,6,3.851,DOWN
280,8,7,5.39,DOWN
280,8,8,7.1,DOWN
280,8,9,9.0,DOWN
280,9,0,-1.82112301,RIGHT
280,9,1,-0.9123588999999999,RIGHT
280,9,2,0.0973790000000001,RIGHT
280,9,3,1.2193100000000001,RIGHT
280,9,4,2.4659,RIGHT
280,9,5,3.851,RIGHT
280,9,6,5.39,RIGHT
280,9,7,7.1,RIGHT
280,9,8,9.0,RIGHT
281,0,0,-6.8313354770633525,DOWN
281,0,1,-6.479261641181503,DOWN
281,0,2,-6.088068490201669,DOWN
281,0,3,-5.65340943355741,DOWN
281,0,4,-5.170454926174901,DOWN
281,0,6,-4.037598674290001,DOWN
281,0,7,-3.3751096381,DOWN
281,0,8,-2.639010709,DOWN
281,0,9,-1.82112301,DOWN
281,1,0,-6.479261641181503,DOWN
281,1,1,-6.088068490201669,DOWN
281,1,2,-5.65340943355741,DOWN
281,1,3,-5.170454926174901,DOWN
281,1,4,-4.633838806861,DOWN
281,1,6,-3.3751096381,DOWN
281,1,7,-2.639010709,DOWN
281,1,8,-1.82112301,DOWN
281,1,9,-0.9123588999999999,DOWN
281,2,0,-6.088068490201669,RIGHT
281,2,1,-5.65340943355741,RIGHT
281,2,2,-5.170454926174901,RIGHT
281,2,3,-4.633838806861,RIGHT
281,2,4,-4.037598674290001,RIGHT
281,2,5,-3.3751096381,DOWN
281,2,6,-2.639010709,DOWN
281,2,7,-1.82112301,DOWN
281,2,8,-0.9123588999999999,DOWN
281,2,9,0.0973790000000001,DOWN
281,3,0,-6.479261641181503,UP
281,3,1,-6.088068490201669,UP
281,3,2,-5.65340943355741,UP
281,3,5,-2.639010709,DOWN
281,3,6,-1.82112301,DOWN
281,3,7,-0.9123588999999999,DOWN
281,3,8,0.0973790000000001,DOWN
281,3,9,1.2193100000000001,DOWN
281,4,0,-6.8313354770633525,UP
281,4,1,-6.479261641181503,UP
281,4,2,-6.088068490201669,UP
281,4,4,-2.639010709,RIGHT
281,4,5,-1.82112301,RIGHT
281,4,6,-0.9123588999999999,DOWN
281,4,7,0.0973790000000001,DOWN
281,4,8,1.2193100000000001,DOWN
281,4,9,2.4659,DOWN
281,5,6,0.0973790000000001,DOWN
281,5,7,1.2193100000000001,RIGHT
281,5,8,2.4659,DOWN
281,5,9,3.851,DOWN
281,6,0,-4.037598674290001,DOWN
281,6,1,-3.3751096381,DOWN
281,6,2,-2.639010709,RIGHT
281,6,3,-1.82112301,DOWN
281,6,4,-0.9123588999999999,DOWN
281,6,5,0.0973790000000001,DOWN
281,6,6,1.2193100000000001,DOWN
281,6,8,3.851,DOWN
281,6,9,5.39,DOWN
281,7,0,-3.3751096381,DOWN
281,7,1,-2.639010709,DOWN
281,7,3,-0.9123588999999999,DOWN
281,7,4,0.0973790000000001,DOWN
281,7,5,1.2193100000000001,DOWN
281,7,6,2.4659,DOWN
281,7,7,3.851,DOWN
281,7,8,5.39,DOWN
281,7,9,7.1,DOWN
281,8,0,-2.639010709,DOWN
281,8,1,-1.82112301,DOWN
281,8,2,-0.9123588999999999,DOWN
281,8,3,0.0973790000000001,DOWN
281,8,4,1.2193100000000001,DOWN
281,8,5,2.4659,DOWN
281,8,6,3.851,DOWN
281,8,7,5.39,DOWN
281,8,8,7.1,DOWN
281,8,9,9.0,DOWN
281,9,0,-1.82112301,RIGHT
281,9,1,-0.9123588999999999,RIGHT
281,9,2,0.0973790000000001,RIGHT
281,9,3,1.2193100000000001,RIGHT
281,9,4,2.4659,RIGHT
281,9,5,3.851,RIGHT
281,9,6,5.39,RIGHT
281,9,7,7.1,RIGHT
281,9,8,9.0,RIGHT
282,0,0,-6.8313354770633525,DOWN
282,0,1,-6.479261641181503,DOWN
282,0,2,-6.088068490201669,DOWN
282,0,3,-5.65340943355741,DOWN
282,0,4,-5.170454926174901,DOWN
282,0,6,-4.037598674290001,DOWN
282,0,7,-3.3751096381,DOWN
282,0,8,-2.639010709,DOWN
282,0,9,-1.82112301,DOWN
282,1,0,-6.479261641181503,DOWN
282,1,1,-6.088068490201669,DOWN
282,1,2,-5.65340943355741,DOWN
282,1,3,-5.170454926174901,DOWN
282,1,4,-4.633838806861,DOWN
282,1,6,-3.3751096381,DOWN
282,1,7,-2.639010709,DOWN
282,1,8,-1.82112301,DOWN
282,1,9,-0.9123588999999999,DOWN
282,2,0,-6.088068490201669,RIGHT
282,2,1,-5.65340943355741,RIGHT
282,2,2,-5.170454926174901,RIGHT
282,2,3,-4.633838806861,RIGHT
282,2,4,-4.037598674290001,RIGHT
282,2,5,-3.3751096381,DOWN
282,2,6,-2.639010709,DOWN
282,2,7,-1.82112301,DOWN
282,2,8,-0.9123588999999999,DOWN
282,2,9,0.0973790000000001,DOWN
282,3,0,-6.479261641181503,UP
282,3,1,-6.088068490201669,UP
282,3,2,-5.65340943355741,UP
282,3,5,-2.639010709,DOWN
282,3,6,-1.82112301,DOWN
282,3,7,-0.9123588999999999,DOWN
282,3,8,0.0973790000000001,DOWN
282,3,9,1.2193100000000001,DOWN
282,4,0,-6.8313354770633525,UP
282,4,1,-6.479261641181503,UP
282,4,2,-6.088068490201669,UP
282,4,4,-2.639010709,RIGHT
282,4,5,-1.82112301,RIGHT
282,4,6,-0.9123588999999999,DOWN
282,4,7,0.0973790000000001,DOWN
282,4,8,1.2193100000000001,DOWN
282,4,9,2.4659,DOWN
282,5,6,0.0973790000000001,DOWN
282,5,7,1.2193100000000001,RIGHT
282,5,8,2.4659,DOWN
282,5,9,3.851,DOWN
282,6,0,-4.037598674290001,DOWN
282,6,1,-3.3751096381,DOWN
282,6,2,-2.639010709,RIGHT
282,6,3,-1.82112301,DOWN
282,6,4,-0.9123588999999999,DOWN
282,6,5,0.0973790000000001,DOWN
282,6,6,1.2193100000000001,DOWN
282,6,8,3.851,DOWN
282,6,9,5.39,DOWN
282,7,0,-3.3751096381,DOWN
282,7,1,-2.639010709,DOWN
282,7,3,-0.9123588999999999,DOWN
282,7,4,0.0973790000000001,DOWN
282,7,5,1.2193100000000001,DOWN
282,7,6,2.4659,DOWN
282,7,7,3.851,DOWN
282,7,8,5.39,DOWN
282,7,9,7.1,DOWN
282,8,0,-2.639010709,DOWN
282,8,1,-1.82112301,DOWN
282,8,2,-0.9123588999999999,DOWN
282,8,3,0.0973790000000001,DOWN
282,8,4,1.2193100000000001,DOWN
282,8,5,2.4659,DOWN
282,8,6,3.851,DOWN
282,8,7,5.39,DOWN
282,8,8,7.1,DOWN
282,8,9,9.0,DOWN
282,9,0,-1.82112301,RIGHT
282,9,1,-0.9123588999999999,RIGHT
282,9,2,0.0973790000000001,RIGHT
282,9,3,1.2193100000000001,RIGHT
282,9,4,2.4659,RIGHT
282,9,5,3.851,RIGHT
282,9,6,5.39,RIGHT
282,9,7,7.1,RIGHT
282,9,8,9.0,RIGHT
283,0,0,-6.8313354770633525,DOWN
283,0,1,-6.479261641181503,DOWN
283,0,2,-6.088068490201669,DOWN
283,0,3,-5.65340943355741,DOWN
283,0,4,-5.170454926174901,DOWN
283,0,6,-4.037598674290001,DOWN
283,0,7,-3.3751096381,DOWN
283,0,8,-2.639010709,DOWN
283,0,9,-1.82112301,DOWN
283,1,0,-6.479261641181503,DOWN
283,1,1,-6.088068490201669,DOWN
283,1,2,-5.65340943355741,DOWN
283,1,3,-5.170454926174901,DOWN
283,1,4,-4.633838806861,DOWN
283,1,6,-3.3751096381,DOWN
283,1,7,-2.639010709,DOWN
283,1,8,-1.82112301,DOWN
283,1,9,-0.9123588999999999,DOWN
283,2,0,-6.088068490201669,RIGHT
283,2,1,-5.65340943355741,RIGHT
283,2,2,-5.170454926174901,RIGHT
283,2,3,-4.633838806861,RIGHT
283,2,4,-4.037598674290001,RIGHT
283,2,5,-3.3751096381,DOWN
283,2,6,-2.639010709,DOWN
283,2,7,-1.82112301,DOWN
283,2,8,-0.9123588999999999,DOWN
283,2,9,0.0973790000000001,DOWN
283,3,0,-6.479261641181503,UP
283,3,1,-6.088068490201669,UP
283,3,2,-5.65340943355741,UP
283,3,5,-2.639010709,DOWN
283,3,6,-1.82112301,DOWN
283,3,7,-0.9123588999999999,DOWN
283,3,8,0.0973790000000001,DOWN
283,3,9,1.2193100000000001,DOWN
283,4,0,-6.8313354770633525,UP
283,4,1,-6.479261641181503,UP
283,4,2,-6.088068490201669,UP
283,4,4,-2.639010709,RIGHT
283,4,5,-1.82112301,RIGHT
283,4,6,-0.9123588999999999,DOWN
283,4,7,0.0973790000000001,DOWN
283,4,8,1.2193100000000001,DOWN
283,4,9,2.4659,DOWN
283,5,6,0.0973790000000001,DOWN
283,5,7,1.2193100000000001,RIGHT
283,5,8,2.4659,DOWN
283,5,9,3.851,DOWN
283,6,0,-4.037598674290001,DOWN
283,6,1,-3.3751096381,DOWN
283,6,2,-2.639010709,RIGHT
283,6,3,-1.82112301,DOWN
283,6,4,-0.9123588999999999,DOWN
283,6,5,0.0973790000000001,DOWN
283,6,6,1.2193100000000001,DOWN
283,6,8,3.851,DOWN
283,6,9,5.39,DOWN
283,7,0,-3.3751096381,DOWN
283,7,1,-2.639010709,DOWN
283,7,3,-0.9123588999999999,DOWN
283,7,4,0.0973790000000001,DOWN
283,7,5,1.2193100000000001,DOWN
283,7,6,2.4659,DOWN
283,7,7,3.851,DOWN
283,7,8,5.39,DOWN
283,7,9,7.1,DOWN
283,8,0,-2.639010709,DOWN
283,8,1,-1.82112301,DOWN
283,8,2,-0.9123588999999999,DOWN
283,8,3,0.0973790000000001,DOWN
283,8,4,1.2193100000000001,DOWN
283,8,5,2.4659,DOWN
283,8,6,3.851,DOWN
283,8,7,5.39,DOWN
283,8,8,7.1,DOWN
283,8,9,9.0,DOWN
283,9,0,-1.82112301,RIGHT
283,9,1,-0.9123588999999999,RIGHT
283,9,2,0.0973790000000001,RIGHT
283,9,3,1.2193100000000001,RIGHT
283,9,4,2.4659,RIGHT
283,9,5,3.851,RIGHT
283,9,6,5.39,RIGHT
283,9,7,7.1,RIGHT
283,9,8,9.0,RIGHT
284,0,0,-6.8313354770633525,DOWN
284,0,1,-6.479261641181503,DOWN
284,0,2,-6.088068490201669,DOWN
284,0,3,-5.65340943355741,DOWN
284,0,4,-5.170454926174901,DOWN
284,0,6,-4.037598674290001,DOWN
284,0,7,-3.3751096381,DOWN
284,0,8,-2.639010709,DOWN
284,0,9,-1.82112301,DOWN
284,1,0,-6.479261641181503,DOWN
284,1,1,-6.088068490201669,DOWN
284,1,2,-5.65340943355741,DOWN
284,1,3,-5.170454926174901,DOWN
284,1,4,-4.633838806861,DOWN
284,1,6,-3.3751096381,DOWN
284,1,7,-2.639010709,DOWN
284,1,8,-1.82112301,DOWN
284,1,9,-0.9123588999999999,DOWN
284,2,0,-6.088068490201669,RIGHT
284,2,1,-5.65340943355741,RIGHT
284,2,2,-5.170454926174901,RIGHT
284,2,3,-4.633838806861,RIGHT
284,2,4,-4.037598674290001,RIGHT
284,2,5,-3.3751096381,DOWN
284,2,6,-2.639010709,DOWN
284,2,7,-1.82112301,DOWN
284,2,8,-0.9123588999999999,DOWN
284,2,9,0.0973790000000001,DOWN
284,3,0,-6.479261641181503,UP
284,3,1,-6.088068490201669,UP
284,3,2,-5.65340943355741,UP
284,3,5,-2.639010709,DOWN
284,3,6,-1.82112301,DOWN
284,3,7,-0.9123588999999999,DOWN
284,3,8,0.0973790000000001,DOWN
284,3,9,1.2193100000000001,DOWN
284,4,0,-6.8313354770633525,UP
284,4,1,-6.479261641181503,UP
284,4,2,-6.088068490201669,UP
284,4,4,-2.639010709,RIGHT
284,4,5,-1.82112301,RIGHT
284,4,6,-0.9123588999999999,DOWN
284,4,7,0.0973790000000001,DOWN
284,4,8,1.2193100000000001,DOWN
284,4,9,2.4659,DOWN
284,5,6,0.0973790000000001,DOWN
284,5,7,1.2193100000000001,RIGHT
284,5,8,2.4659,DOWN
284,5,9,3.851,DOWN
284,6,0,-4.037598674290001,DOWN
284,6,1,-3.3751096381,DOWN
284,6,2,-2.639010709,RIGHT
284,6,3,-1.82112301,DOWN
284,6,4,-0.9123588999999999,DOWN
284,6,5,0.0973790000000001,DOWN
284,6,6,1.2193100000000001,DOWN
284,6,8,3.851,DOWN
284,6,9,5.39,DOWN
284,7,0,-3.3751096381,DOWN
284,7,1,-2.639010709,DOWN
284,7,3,-0.9123588999999999,DOWN
284,7,4,0.0973790000000001,DOWN
284,7,5,1.2193100000000001,DOWN
284,7,6,2.4659,DOWN
284,7,7,3.851,DOWN
284,7,8,5.39,DOWN
284,7,9,7.1,DOWN
284,8,0,-2.639010709,DOWN
284,8,1,-1.82112301,DOWN
284,8,2,-0.9123588999999999,DOWN
284,8,3,0.0973790000000001,DOWN
284,8,4,1.2193100000000001,DOWN
284,8,5,2.4659,DOWN
284,8,6,3.851,DOWN
284,8,7,5.39,DOWN
284,8,8,7.1,DOWN
284,8,9,9.0,DOWN
284,9,0,-1.82112301,RIGHT
284,9,1,-0.9123588999999999,RIGHT
284,9,2,0.0973790000000001,RIGHT
284,9,3,1.2193100000000001,RIGHT
284,9,4,2.4659,RIGHT
284,9,5,3.851,RIGHT
284,9,6,5.39,RIGHT
284,9,7,7.1,RIGHT
284,9,8,9.0,RIGHT
285,0,0,-6.8313354770633525,DOWN
285,0,1,-6.479261641181503,DOWN
285,0,2,-6.088068490201669,DOWN
285,0,3,-5.65340943355741,DOWN
285,0,4,-5.170454926174901,DOWN
285,0,6,-4.037598674290001,DOWN
285,0,7,-3.3751096381,DOWN
285,0,8,-2.639010709,DOWN
285,0,9,-1.82112301,DOWN
285,1,0,-6.479261641181503,DOWN
285,1,1,-6.088068490201669,DOWN
285,1,2,-5.65340943355741,DOWN
285,1,3,-5.170454926174901,DOWN
285,1,4,-4.633838806861,DOWN
285,1,6,-3.3751096381,DOWN
285,1,7,-2.639010709,DOWN
285,1,8,-1.82112301,DOWN
285,1,9,-0.9123588999999999,DOWN
285,2,0,-6.088068490201669,RIGHT
285,2,1,-5.65340943355741,RIGHT
285,2,2,-5.170454926174901,RIGHT
285,2,3,-4.633838806861,RIGHT
285,2,4,-4.037598674290001,RIGHT
285,2,5,-3.3751096381,DOWN
285,2,6,-2.639010709,DOWN
285,2,7,-1.82112301,DOWN
285,2,8,-0.9123588999999999,DOWN
285,2,9,0.0973790000000001,DOWN
285,3,0,-6.479261641181503,UP
285,3,1,-6.088068490201669,UP
285,3,2,-5.65340943355741,UP
285,3,5,-2.639010709,DOWN
285,3,6,-1.82112301,DOWN
285,3,7,-0.9123588999999999,DOWN
285,3,8,0.0973790000000001,DOWN
285,3,9,1.2193100000000001,DOWN
285,4,0,-6.8313354770633525,UP
285,4,1,-6.479261641181503,UP
285,4,2,-6.088068490201669,UP
285,4,4,-2.639010709,RIGHT
285,4,5,-1.82112301,RIGHT
285,4,6,-0.9123588999999999,DOWN
285,4,7,0.0973790000000001,DOWN
285,4,8,1.2193100000000001,DOWN
285,4,9,2.4659,DOWN
285,5,6,0.0973790000000001,DOWN
285,5,7,1.2193100000000001,RIGHT
285,5,8,2.4659,DOWN
285,5,9,3.851,DOWN
285,6,0,-4.037598674290001,DOWN
285,6,1,-3.3751096381,DOWN
285,6,2,-2.639010709,RIGHT
285,6,3,-1.82112301,DOWN
285,6,4,-0.9123588999999999,DOWN
285,6,5,0.0973790000000001,DOWN
285,6,6,1.2193100000000001,DOWN
285,6,8,3.851,DOWN
285,6,9,5.39,DOWN
285,7,0,-3.3751096381,DOWN
285,7,1,-2.639010709,DOWN
285,7,3,-0.9123588999999999,DOWN
285,7,4,0.0973790000000001,DOWN
285,7,5,1.2193100000000001,DOWN
285,7,6,2.4659,DOWN
285,7,7,3.851,DOWN
285,7,8,5.39,DOWN
285,7,9,7.1,DOWN
285,8,0,-2.639010709,DOWN
285,8,1,-1.82112301,DOWN
285,8,2,-0.9123588999999999,DOWN
285,8,3,0.0973790000000001,DOWN
285,8,4,1.2193100000000001,DOWN
285,8,5,2.4659,DOWN
285,8,6,3.851,DOWN
285,8,7,5.39,DOWN
285,8,8,7.1,DOWN
285,8,9,9.0,DOWN
285,9,0,-1.82112301,RIGHT
285,9,1,-0.9123588999999999,RIGHT
285,9,2,0.0973790000000001,RIGHT
285,9,3,1.2193100000000001,RIGHT
285,9,4,2.4659,RIGHT
285,9,5,3.851,RIGHT
285,9,6,5.39,RIGHT
285,9,7,7.1,RIGHT
285,9,8,9.0,RIGHT
286,0,0,-6.8313354770633525,DOWN
286,0,1,-6.479261641181503,DOWN
286,0,2,-6.088068490201669,DOWN
286,0,3,-5.65340943355741,DOWN
286,0,4,-5.170454926174901,DOWN
286,0,6,-4.037598674290001,DOWN
286,0,7,-3.3751096381,DOWN
286,0,8,-2.639010709,DOWN
286,0,9,-1.82112301,DOWN
286,1,0,-6.479261641181503,DOWN
286,1,1,-6.088068490201669,DOWN
286,1,2,-5.65340943355741,DOWN
286,1,3,-5.170454926174901,DOWN
286,1,4,-4.633838806861,DOWN
286,1,6,-3.3751096381,DOWN
286,1,7,-2.639010709,DOWN
286,1,8,-1.82112301,DOWN
286,1,9,-0.9123588999999999,DOWN
286,2,0,-6.088068490201669,RIGHT
286,2,1,-5.65340943355741,RIGHT
286,2,2,-5.170454926174901,RIGHT
286,2,3,-4.633838806861,RIGHT
286,2,4,-4.037598674290001,RIGHT
286,2,5,-3.3751096381,DOWN
286,2,6,-2.639010709,DOWN
286,2,7,-1.82112301,DOWN
286,2,8,-0.9123588999999999,DOWN
286,2,9,0.0973790000000001,DOWN
286,3,0,-6.479261641181503,UP
286,3,1,-6.088068490201669,UP
286,3,2,-5.65340943355741,UP
286,3,5,-2.639010709,DOWN
286,3,6,-1.82112301,DOWN
286,3,7,-0.9123588999999999,DOWN
286,3,8,0.0973790000000001,DOWN
286,3,9,1.2193100000000001,DOWN
286,4,0,-6.8313354770633525,UP
286,4,1,-6.479261641181503,UP
286,4,2,-6.088068490201669,UP
286,4,4,-2.639010709,RIGHT
286,4,5,-1.82112301,RIGHT
286,4,6,-0.9123588999999999,DOWN
286,4,7,0.0973790000000001,DOWN
286,4,8,1.2193100000000001,DOWN
286,4,9,2.4659,DOWN
286,5,6,0.0973790000000001,DOWN
286,5,7,1.2193100000000001,RIGHT
286,5,8,2.4659,DOWN
286,5,9,3.851,DOWN
286,6,0,-4.037598674290001,DOWN
286,6,1,-3.3751096381,DOWN
286,6,2,-2.639010709,RIGHT
286,6,3,-1.82112301,DOWN
286,6,4,-0.9123588999999999,DOWN
286,6,5,0.0973790000000001,DOWN
286,6,6,1.2193100000000001,DOWN
286,6,8,3.851,DOWN
286,6,9,5.39,DOWN
286,7,0,-3.3751096381,DOWN
286,7,1,-2.639010709,DOWN
286,7,3,-0.9123588999999999,DOWN
286,7,4,0.0973790000000001,DOWN
286,7,5,1.2193100000000001,DOWN
286,7,6,2.4659,DOWN
286,7,7,3.851,DOWN
286,7,8,5.39,DOWN
286,7,9,7.1,DOWN
286,8,0,-2.639010709,DOWN
286,8,1,-1.82112301,DOWN
286,8,2,-0.9123588999999999,DOWN
286,8,3,0.0973790000000001,DOWN
286,8,4,1.2193100000000001,DOWN
286,8,5,2.4659,DOWN
286,8,6,3.851,DOWN
286,8,7,5.39,DOWN
286,8,8,7.1,DOWN
286,8,9,9.0,DOWN
286,9,0,-1.82112301,RIGHT
286,9,1,-0.9123588999999999,RIGHT
286,9,2,0.0973790000000001,RIGHT
286,9,3,1.2193100000000001,RIGHT
286,9,4,2.4659,RIGHT
286,9,5,3.851,RIGHT
286,9,6,5.39,RIGHT
286,9,7,7.1,RIGHT
286,9,8,9.0,RIGHT
287,0,0,-6.8313354770633525,DOWN
287,0,1,-6.479261641181503,DOWN
287,0,2,-6.088068490201669,DOWN
287,0,3,-5.65340943355741,DOWN
287,0,4,-5.170454926174901,DOWN
287,0,6,-4.037598674290001,DOWN
287,0,7,-3.3751096381,DOWN
287,0,8,-2.639010709,DOWN
287,0,9,-1.82112301,DOWN
287,1,0,-6.479261641181503,DOWN
287,1,1,-6.088068490201669,DOWN
287,1,2,-5.65340943355741,DOWN
287,1,3,-5.170454926174901,DOWN
287,1,4,-4.633838806861,DOWN
287,1,6,-3.3751096381,DOWN
287,1,7,-2.639010709,DOWN
287,1,8,-1.82112301,DOWN
287,1,9,-0.9123588999999999,DOWN
287,2,0,-6.088068490201669,RIGHT
287,2,1,-5.65340943355741,RIGHT
287,2,2,-5.170454926174901,RIGHT
287,2,3,-4.633838806861,RIGHT
287,2,4,-4.037598674290001,RIGHT
287,2,5,-3.3751096381,DOWN
287,2,6,-2.639010709,DOWN
287,2,7,-1.82112301,DOWN
287,2,8,-0.9123588999999999,DOWN
287,2,9,0.0973790000000001,DOWN
287,3,0,-6.479261641181503,UP
287,3,1,-6.088068490201669,UP
287,3,2,-5.65340943355741,UP
287,3,5,-2.639010709,DOWN
287,3,6,-1.82112301,DOWN
287,3,7,-0.9123588999999999,DOWN
287,3,8,0.0973790000000001,DOWN
287,3,9,1.2193100000000001,DOWN
287,4,0,-6.8313354770633525,UP
287,4,1,-6.479261641181503,UP
287,4,2,-6.088068490201669,UP
287,4,4,-2.639010709,RIGHT
287,4,5,-1.82112301,RIGHT
287,4,6,-0.9123588999999999,DOWN
287,4,7,0.0973790000000001,DOWN
287,4,8,1.2193100000000001,DOWN
287,4,9,2.4659,DOWN
287,5,6,0.0973790000000001,DOWN
287,5,7,1.2193100000000001,RIGHT
287,5,8,2.4659,DOWN
287,5,9,3.851,DOWN
287,6,0,-4.037598674290001,DOWN
287,6,1,-3.3751096381,DOWN
287,6,2,-2.639010709,RIGHT
287,6,3,-1.82112301,DOWN
287,6,4,-0.9123588999999999,DOWN
287,6,5,0.0973790000000001,DOWN
287,6,6,1.2193100000000001,DOWN
287,6,8,3.851,DOWN
287,6,9,5.39,DOWN
287,7,0,-3.3751096381,DOWN
287,7,1,-2.639010709,DOWN
287,7,3,-0.9123588999999999,DOWN
287,7,4,0.0973790000000001,DOWN
287,7,5,1.2193100000000001,DOWN
287,7,6,2.4659,DOWN
287,7,7,3.851,DOWN
287,7,8,5.39,DOWN
287,7,9,7.1,DOWN
287,8,0,-2.639010709,DOWN
287,8,1,-1.82112301,DOWN
287,8,2,-0.9123588999999999,DOWN
287,8,3,0.0973790000000001,DOWN
287,8,4,1.2193100000000001,DOWN
287,8,5,2.4659,DOWN
287,8,6,3.851,DOWN
287,8,7,5.39,DOWN
287,8,8,7.1,DOWN
287,8,9,9.0,DOWN
287,9,0,-1.82112301,RIGHT
287,9,1,-0.9123588999999999,RIGHT
287,9,2,0.0973790000000001,RIGHT
287,9,3,1.2193100000000001,RIGHT
287,9,4,2.4659,RIGHT
287,9,5,3.851,RIGHT
287,9,6,5.39,RIGHT
287,9,7,7.1,RIGHT
287,9,8,9.0,RIGHT
288,0,0,-6.8313354770633525,DOWN
288,0,1,-6.479261641181503,DOWN
288,0,2,-6.088068490201669,DOWN
288,0,3,-5.65340943355741,DOWN
288,0,4,-5.170454926174901,DOWN
288,0,6,-4.037598674290001,DOWN
288,0,7,-3.3751096381,DOWN
288,0,8,-2.639010709,DOWN
288,0,9,-1.82112301,DOWN
288,1,0,-6.479261641181503,DOWN
288,1,1,-6.088068490201669,DOWN
288,1,2,-5.65340943355741,DOWN
288,1,3,-5.170454926174901,DOWN
288,1,4,-4.633838806861,DOWN
288,1,6,-3.3751096381,DOWN
288,1,7,-2.639010709,DOWN
288,1,8,-1.82112301,DOWN
288,1,9,-0.9123588999999999,DOWN
288,2,0,-6.088068490201669,RIGHT
288,2,1,-5.65340943355741,RIGHT
288,2,2,-5.170454926174901,RIGHT
288,2,3,-4.633838806861,RIGHT
288,2,4,-4.037598674290001,RIGHT
288,2,5,-3.3751096381,DOWN
288,2,6,-2.639010709,DOWN
288,2,7,-1.82112301,DOWN
288,2,8,-0.9123588999999999,DOWN
288,2,9,0.0973790000000001,DOWN
288,3,0,-6.479261641181503,UP
288,3,1,-6.088068490201669,UP
288,3,2,-5.65340943355741,UP
288,3,5,-2.639010709,DOWN
288,3,6,-1.82112301,DOWN
288,3,7,-0.9123588999999999,DOWN
288,3,8,0.0973790000000001,DOWN
288,3,9,1.2193100000000001,DOWN
288,4,0,-6.8313354770633525,UP
288,4,1,-6.479261641181503,UP
288,4,2,-6.088068490201669,UP
288,4,4,-2.639010709,RIGHT
288,4,5,-1.82112301,RIGHT
288,4,6,-0.9123588999999999,DOWN
